loci	length
R053786	485
R053787	441
R053788	256
R053789	505
R053790	609
R053791	542
R053792	512
R053793	379
R053794	545
R053795	109
R053796	602
R053797	650
R053798	497
R053799	423
R053800	356
R053801	473
R053802	272
R053803	552
R053804	538
R053805	410
R053806	656
R053807	367
R053808	657
R053809	436
R053810	376
R053811	253
R053812	389
R053813	452
R053814	454
R053815	676
R053816	351
R053817	122
R053818	546
R053819	537
R053820	637
R053821	388
R053822	415
R053823	228
R053824	508
R053825	444
R053826	519
R053827	642
R053828	427
R053829	557
R053830	645
R053831	670
R053832	424
R053833	613
R053834	509
R053835	517
R053836	477
R053837	495
R053838	431
R053839	627
R053840	318
R053841	534
R053842	563
R053843	596
R053844	600
R053845	502
R053846	117
R053847	614
R053848	348
R053849	505
R053850	549
R053851	531
R053852	360
R053853	465
R053854	375
R053855	584
R053856	103
R053857	589
R053858	713
R053859	490
R053860	465
R053861	592
R053862	441
R053863	481
R053864	252
R053865	518
R053866	243
R053867	570
R053868	609
R053869	597
R053870	621
R053871	538
R053872	288
R053873	513
R053874	627
R053875	427
R053876	647
R053877	457
R053878	675
R053879	374
R053880	207
R053881	395
R053882	583
R053883	491
R053884	416
R053885	317
R053886	416
R053887	364
R053888	311
R053889	336
R053890	534
R053891	515
R053892	221
R053893	601
R053894	663
R053895	420
R053896	134
R053897	430
R053898	467
R053899	624
R053900	666
R053901	533
R053902	507
R053903	464
R053904	502
R053905	565
R053906	651
R053907	484
R053908	517
R053909	110
R053910	514
R053911	512
R053912	636
R053913	511
R053914	514
R053915	543
R053916	342
R053917	405
R053918	546
R053919	381
R053920	467
R053921	546
R053922	439
R053923	527
R053924	594
R053925	505
R053926	462
R053927	542
R053928	680
R053929	371
R053930	652
R053931	482
R053932	530
R053933	488
R053934	608
R053935	550
R053936	629
R053937	590
R053938	843
R053939	505
R053940	559
R053941	437
R053942	561
R053943	511
R053944	538
R053945	283
R053946	260
R053947	569
R053948	278
R053949	558
R053950	428
R053951	132
R053952	550
R053953	579
R053954	464
R053955	138
R053956	688
R053957	580
R053958	423
R053959	631
R053960	399
R053961	443
R053962	496
R053963	521
R053964	355
R053965	497
R053966	104
R053967	512
R053968	89
R053969	421
R053970	638
R053971	528
R053972	642
R053973	458
R053974	580
R053975	422
R053976	404
R053977	583
R053978	504
R053979	625
R053980	579
R053981	171
R053982	467
R053983	338
R053984	205
R053985	500
R053986	523
R053987	524
R053988	474
R053989	567
R053990	505
R053991	453
R053992	353
R053993	629
R053994	501
R053995	439
R053996	460
R053997	461
R053998	582
R053999	650
R054000	593
R054001	560
R054002	551
R054003	594
R054004	501
R054005	296
R054006	345
R054007	534
R054008	179
R054009	565
R054010	488
R054011	502
R054012	316
R054013	464
R054014	421
R054015	601
R054016	530
R054017	506
R054018	353
R054019	364
R054020	294
R054021	464
R054022	242
R054023	534
R054024	653
R054025	539
R054026	287
R054027	429
R054028	602
R054029	306
R054030	446
R054031	488
R054032	198
R054033	636
R054034	109
R054035	555
R054036	610
R054037	472
R054038	545
R054039	525
R054040	487
R054041	423
R054042	302
R054043	466
R054044	414
R054045	546
R054046	464
R054047	473
R054048	495
R054049	471
R054051	469
R054052	602
R054053	591
R054054	366
R054055	233
R054056	191
R054057	480
R054058	299
R054059	191
R054060	465
R054061	176
R054062	578
R054063	464
R054064	217
R054065	452
R054066	623
R054067	151
R054068	326
R054069	440
R054070	594
R054071	418
R054072	239
R054073	137
R054074	560
R054075	183
R054076	637
R054077	397
R054078	581
R054079	481
R054080	292
R054081	507
R054082	716
R054083	448
R054084	510
R054085	489
R054086	554
R054087	486
R054088	524
R054089	411
R054090	684
R054091	575
R054092	464
R054093	192
R054094	570
R054095	347
R054096	622
R054097	152
R054098	417
R054099	424
R054100	370
R054101	350
R054102	653
R054103	377
R054104	442
R054105	661
R054106	513
R054107	373
R054108	534
R054109	131
R054110	503
R054111	377
R054112	654
R054113	515
R054114	236
R054115	672
R054116	453
R054117	178
R054118	447
R054119	566
R054120	626
R054121	557
R054122	317
R054123	535
R054124	494
R054125	598
R054126	281
R054127	168
R054128	641
R054129	273
R054130	502
R054131	504
R054132	526
R054133	518
R054134	499
R054135	302
R054136	737
R054137	496
R054138	474
R054139	615
R054140	402
R054141	525
R054142	232
R054143	524
R054144	338
R054145	479
R054146	569
R054147	585
R054148	428
R054149	599
R054150	556
R054151	252
R054152	401
R054153	444
R054154	468
R054155	523
R054156	519
R054157	696
R054158	412
R054159	486
R054160	364
R054161	390
R054162	403
R054163	525
R054164	534
R054165	517
R054166	231
R054167	114
R054168	482
R054169	646
R054170	504
R054171	553
R054172	422
R054173	424
R054174	427
R054175	313
R054176	286
R054177	343
R054178	401
R054179	546
R054180	384
R054181	549
R054182	511
R054183	238
R054184	89
R054185	350
R054186	526
R054187	625
R054188	565
R054190	234
R054191	641
R054192	412
R054193	653
R054194	395
R054195	584
R054196	449
R054197	496
R054198	440
R054199	496
R054200	454
R054201	602
R054202	447
R054203	474
R054204	573
R054205	387
R054206	439
R054207	646
R054208	261
R054209	646
R054210	515
R054211	534
R054212	439
R054213	354
R054214	532
R054215	419
R054216	211
R054217	473
R054218	552
R054219	559
R054220	446
R054221	257
R054222	351
R054223	516
R054224	700
R054225	595
R054226	550
R054227	380
R054228	490
R054229	366
R054230	556
R054231	507
R054233	381
R054234	557
R054235	283
R054236	551
R054237	420
R054238	207
R054239	628
R054240	691
R054241	619
R054242	548
R054243	343
R054244	612
R054245	651
R054246	638
R054247	539
R054248	629
R054249	528
R054250	140
R054251	274
R054252	663
R054253	579
R054254	461
R054255	196
R054256	565
R054257	503
R054258	660
R054259	667
R054260	409
R054261	138
R054262	607
R054263	190
R054264	523
R054265	431
R054266	287
R054267	350
R054268	150
R054269	584
R054270	551
R054271	583
R054272	524
R054273	589
R054274	359
R054275	617
R054276	443
R054277	467
R054278	306
R054279	340
R054280	582
R054281	507
R054282	615
R054283	466
R054284	375
R054286	636
R054287	660
R054288	288
R054289	587
R054290	228
R054291	347
R054292	89
R054293	510
R054294	305
R054295	689
R054296	528
R054297	404
R054298	555
R054299	613
R054300	448
R054301	269
R054302	471
R054303	562
R054304	447
R054305	561
R054306	430
R054307	608
R054308	449
R054309	233
R054310	472
R054311	239
R054312	395
R054313	524
R054314	553
R054315	576
R054316	405
R054317	467
R054318	631
R054319	378
R054320	539
R054321	445
R054322	554
R054323	640
R054324	352
R054325	586
R054326	481
R054327	136
R054328	629
R054329	367
R054330	593
R054331	112
R054332	504
R054333	271
R054334	630
R054335	464
R054336	455
R054337	602
R054338	572
R054339	504
R054340	393
R054341	133
R054342	399
R054343	561
R054344	672
R054345	597
R054346	668
R054347	282
R054348	401
R054349	498
R054350	597
R054351	467
R054352	487
R054353	296
R054354	281
R054355	374
R054356	252
R054357	446
R054358	638
R054359	563
R054360	400
R054361	668
R054362	155
R054363	549
R054364	550
R054365	345
R054366	658
R054367	169
R054368	228
R054369	492
R054370	607
R054371	414
R054372	463
R054373	394
R054374	443
R054375	683
R054376	160
R054377	399
R054378	309
R054379	512
R054380	526
R054381	110
R054382	425
R054383	578
R054384	585
R054385	580
R054386	594
R054387	349
R054388	631
R054389	517
R054390	283
R054391	490
R054392	337
R054393	627
R054394	473
R054395	537
R054396	179
R054397	188
R054398	507
R054399	470
R054400	400
R054401	560
R054402	222
R054403	455
R054404	390
R054405	455
R054406	386
R054407	709
R054408	495
R054409	173
R054410	492
R054411	567
R054412	561
R054413	470
R054414	504
R054415	198
R054416	381
R054417	586
R054418	414
R054419	567
R054420	508
R054421	329
R054422	660
R054423	623
R054424	200
R054425	588
R054426	491
R054427	540
R054428	565
R054429	544
R054430	293
R054431	446
R054432	678
R054433	369
R054434	405
R054435	470
R054436	505
R054437	300
R054438	587
R054439	456
R054440	640
R054441	349
R054442	520
R054443	448
R054444	437
R054445	385
R054446	509
R054447	668
R054448	249
R054449	422
R054450	684
R054451	488
R054452	527
R054453	531
R054454	463
R054455	317
R054456	503
R054457	89
R054458	639
R054459	373
R054460	540
R054461	500
R054462	490
R054463	402
R054464	608
R054465	577
R054466	430
R054467	381
R054468	555
R054469	220
R054470	347
R054471	472
R054472	324
R054473	632
R054474	647
R054475	557
R054476	577
R054477	459
R054478	153
R054479	422
R054480	532
R054481	499
R054482	606
R054483	499
R054484	139
R054485	405
R054486	649
R054487	492
R054488	239
R054489	407
R054490	300
R054491	430
R054492	484
R054493	625
R054494	480
R054495	508
R054496	595
R054497	444
R054498	113
R054499	625
R054500	405
R054501	512
R054502	338
R054503	566
R054504	146
R054505	638
R054506	446
R054507	498
R054508	417
R054509	278
R054510	626
R054511	328
R054512	573
R054513	538
R054514	480
R054515	485
R054516	458
R054517	586
R054518	610
R054519	461
R054520	652
R054521	477
R054522	454
R054523	495
R054524	575
R054525	462
R054526	130
R054527	441
R054528	230
R054529	469
R054530	447
R054531	111
R054532	530
R054533	594
R054534	440
R054535	524
R054536	624
R054537	347
R054538	566
R054539	474
R054540	581
R054541	563
R054542	455
R054543	548
R054544	637
R054545	523
R054546	405
R054547	265
R054548	460
R054549	522
R054550	504
R054551	486
R054552	570
R054553	391
R054554	580
R054555	479
R054556	555
R054557	428
R054558	599
R054559	609
R054560	531
R054561	515
R054562	551
R054563	507
R054564	653
R054565	532
R054566	314
R054567	539
R054568	553
R054569	662
R054570	456
R054571	523
R054572	454
R054573	496
R054574	420
R054575	622
R054576	288
R054577	523
R054578	466
R054579	490
R054580	334
R054581	329
R054582	467
R054583	535
R054584	283
R054585	562
R054586	578
R054587	469
R054588	449
R054589	170
R054590	451
R054591	658
R054592	357
R054593	371
R054594	526
R054595	571
R054596	288
R054597	142
R054598	530
R054599	551
R054600	411
R054601	574
R054602	454
R054603	654
R054604	528
R054605	398
R054606	614
R054607	450
R054608	422
R054609	460
R054610	645
R054611	373
R054612	511
R054613	522
R054614	425
R054615	491
R054616	376
R054617	475
R054618	369
R054619	376
R054620	368
R054621	503
R054622	242
R054623	489
R054624	616
R054625	532
R054626	590
R054627	568
R054628	605
R054629	638
R054630	455
R054631	566
R054632	613
R054633	449
R054634	495
R054635	342
R054636	496
R054637	581
R054638	506
R054639	475
R054640	424
R054641	464
R054642	527
R054643	505
R054644	608
R054645	362
R054646	530
R054647	339
R054649	574
R054650	600
R054651	419
R054652	688
R054653	322
R054654	498
R054655	573
R054656	489
R054657	424
R054658	598
R054660	519
R054661	521
R054662	452
R054663	345
R054664	514
R054665	382
R054666	444
R054667	510
R054668	500
R054669	415
R054670	533
R054671	195
R054672	396
R054673	440
R054674	572
R054675	566
R054676	483
R054677	469
R054678	621
R054679	608
R054680	267
R054681	574
R054682	637
R054683	445
R054684	276
R054685	623
R054686	624
R054687	370
R054688	643
R054689	569
R054690	368
R054691	576
R054692	450
R054693	514
R054694	385
R054695	467
R054696	653
R054697	437
R054698	507
R054699	187
R054700	458
R054701	154
R054702	622
R054703	432
R054704	539
R054705	522
R054706	487
R054707	288
R054708	521
R054709	514
R054710	383
R054712	633
R054713	114
R054714	692
R054715	87
R054716	463
R054717	584
R054718	415
R054719	117
R054720	128
R054721	482
R054722	462
R054723	116
R054724	119
R054725	580
R054726	485
R054727	473
R054728	480
R054729	495
R054730	592
R054731	518
R054732	600
R054733	609
R054734	479
R054735	712
R054736	472
R054738	548
R054739	162
R054740	474
R054741	476
R054742	506
R054743	464
R054744	307
R054745	477
R054746	621
R054747	646
R054748	643
R054749	458
R054750	483
R054751	615
R054752	515
R054753	547
R054754	424
R054755	564
R054756	480
R054757	267
R054758	120
R054759	331
R054760	513
R054761	630
R054762	203
R054763	461
R054764	576
R054765	214
R054766	535
R054767	619
R054768	547
R054769	127
R054770	463
R054771	648
R054772	606
R054773	489
R054774	641
R054775	386
R054776	335
R054777	482
R054778	218
R054779	527
R054780	625
R054781	516
R054782	433
R054783	577
R054784	490
R054785	476
R054786	378
R054787	678
R054788	578
R054789	483
R054790	443
R054791	742
R054792	399
R054793	447
R054794	507
R054795	616
R054796	209
R054797	578
R054798	406
R054799	563
R054800	354
R054801	437
R054802	601
R054803	633
R054804	365
R054805	377
R054806	510
R054808	454
R054809	492
R054810	530
R054811	279
R054812	463
R054813	569
R054814	527
R054815	283
R054816	493
R054817	483
R054818	644
R054819	497
R054820	572
R054821	383
R054822	747
R054823	625
R054824	467
R054825	414
R054826	289
R054827	421
R054828	507
R054829	479
R054830	513
R054831	515
R054832	618
R054833	362
R054834	518
R054835	555
R054836	313
R054837	314
R054838	461
R054840	450
R054841	432
R054842	454
R054843	486
R054844	283
R054845	240
R054846	575
R054847	339
R054848	485
R054849	461
R054850	437
R054851	316
R054852	512
R054853	319
R054854	316
R054855	500
R054856	315
R054857	413
R054858	319
R054859	431
R054860	392
R054861	315
R054862	401
R054863	593
R054864	479
R054865	587
R054866	466
R054867	451
R054868	533
R054869	630
R054870	540
R054871	663
R054872	539
R054873	509
R054874	381
R054875	440
R054876	574
R054877	138
R054878	470
R054879	375
R054880	540
R054881	278
R054882	736
R054883	486
R054884	433
R054885	420
R054886	524
R054887	516
R054888	576
R054889	482
R054890	329
R054891	655
R054892	462
R054893	651
R054894	306
R054895	543
R054896	510
R054897	624
R054898	616
R054899	347
R054900	496
R054901	448
R054902	540
R054903	441
R054904	630
R054905	615
R054906	524
R054907	510
R054908	535
R054909	245
R054910	456
R054911	538
R054912	547
R054913	514
R054914	336
R054915	479
R054916	324
R054917	603
R054918	465
R054919	656
R054920	326
R054921	543
R054922	641
R054923	563
R054924	700
R054925	530
R054926	461
R054927	445
R054928	773
R054929	443
R054930	423
R054931	574
R054932	468
R054933	473
R054934	471
R054935	459
R054936	536
R054937	384
R054938	281
R054939	680
R054940	604
R054941	451
R054942	474
R054943	325
R054944	323
R054945	569
R054946	423
R054947	371
R054948	340
R054949	214
R054950	519
R054951	409
R054952	552
R054953	420
R054954	413
R054955	429
R054956	567
R054957	662
R054958	542
R054959	331
R054960	595
R054961	412
R054962	499
R054963	622
R054964	463
R054965	420
R054966	395
R054967	332
R054968	586
R054969	592
R054970	576
R054971	643
R054972	569
R054973	567
R054974	389
R054975	450
R054976	395
R054977	449
R054978	475
R054979	466
R054980	432
R054981	485
R054982	477
R054983	519
R054984	290
R054985	504
R054986	489
R054987	486
R054988	560
R054989	600
R054990	513
R054991	505
R054992	461
R054993	413
R054994	397
R054995	625
R054996	468
R054997	669
R054998	553
R054999	380
R055000	685
R055001	392
R055002	277
R055003	616
R055004	645
R055005	512
R055006	637
R055007	496
R055008	466
R055009	407
R055010	535
R055011	715
R055012	581
R055013	584
R055014	259
R055015	534
R055016	490
R055017	580
R055018	549
R055019	415
R055020	161
R055022	575
R055023	432
R055024	592
R055025	426
R055026	493
R055027	551
R055028	355
R055029	624
R055030	436
R055031	422
R055032	623
R055033	564
R055034	577
R055035	254
R055036	579
R055037	703
R055038	176
R055039	196
R055040	453
R055041	541
R055042	554
R055043	530
R055044	276
R055045	281
R055046	479
R055047	185
R055048	540
R055049	306
R055050	405
R055051	179
R055052	290
R055053	446
R055054	470
R055055	343
R055056	428
R055057	367
R055058	522
R055059	184
R055060	649
R055061	633
R055062	543
R055063	484
R055064	409
R055065	520
R055066	405
R055067	430
R055068	437
R055069	144
R055070	129
R055071	422
R055072	515
R055073	509
R055074	502
R055075	499
R055076	872
R055077	622
R055078	461
R055079	339
R055080	199
R055081	618
R055082	579
R055083	609
R055084	222
R055085	511
R055086	433
R055087	443
R055088	496
R055089	235
R055090	610
R055091	617
R055093	296
R055094	621
R055095	626
R055096	177
R055097	115
R055098	533
R055099	539
R055100	353
R055101	244
R055102	537
R055103	621
R055104	543
R055105	144
R055106	125
R055107	245
R055108	574
R055109	415
R055110	613
R055111	558
R055112	596
R055113	388
R055114	648
R055115	401
R055116	518
R055117	248
R055118	440
R055119	254
R055120	241
R055121	405
R055122	494
R055123	602
R055124	152
R055125	571
R055126	525
R055127	450
R055128	595
R055129	384
R055130	553
R055131	583
R055132	496
R055133	572
R055134	457
R055135	525
R055136	570
R055137	290
R055138	663
R055139	588
R055140	574
R055141	539
R055142	626
R055143	492
R055144	360
R055145	176
R055146	114
R055147	603
R055148	655
R055149	483
R055150	396
R055151	488
R055152	587
R055153	505
R055154	524
R055155	614
R055156	506
R055157	388
R055158	445
R055159	104
R055160	576
R055161	514
R055162	472
R055163	357
R055164	359
R055165	478
R055166	473
R055167	287
R055168	559
R055169	596
R055170	617
R055172	227
R055173	104
R055174	393
R055175	536
R055176	296
R055177	342
R055178	482
R055179	481
R055180	280
R055181	355
R055182	594
R055183	384
R055184	289
R055185	297
R055186	539
R055187	435
R055188	575
R055189	485
R055190	424
R055191	631
R055192	515
R055193	102
R055194	522
R055195	626
R055196	729
R055197	416
R055198	555
R055199	635
R055200	561
R055201	357
R055202	337
R055203	567
R055204	442
R055205	456
R055206	377
R055207	483
R055208	581
R055209	502
R055210	385
R055211	119
R055212	543
R055213	437
R055214	522
R055215	420
R055216	460
R055217	681
R055218	559
